"titulo";"url_noticia";"tag";"texto";"url_imagen";"periodista";"tiempo";"fecha_captura"
"   Abogado Juan Carlos Manríquez anuncia recurso de amparo por audiencia en que se confirmó prisión de Daniel Jadue";"/nacional/noticia/abogado-juan-carlos-manriquez-anuncia-recurso-de-amparo-por-audiencia-en-que-se-confirmo-prision-de-daniel-jadue/EZ6CNK4MPNFWHCD5T2U2YSR2TA/";"Recoleta ";"Penalista planteó que realizarán presentación por ""eventuales medidas disciplinarias"" contra la jueza Pamela Muñoz. ""El tribunal no puede en el balance de derechos poner adelante la agenda, la sala disponible, cuestiones de carácter administrativo, por sobre cuestiones de fondo"", destacó el defensor del jefe comunal.";"https://www.latercera.com/resizer/oaZ4xmrkIOgrHD8qN74giGmtMpQ=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/5STN3DFPHNBXXPTFYYSEQDNZXI.png";"José Navarrete";" Hace 15 horas ";"2024-07-10"
"   Cábalas, récords y más: los secretos de la Colombia de Néstor Lorenzo que amenazan al Uruguay de Marcelo Bielsa";"/el-deportivo/noticia/los-secretos-de-la-colombia-de-nestor-lorenzo-que-amenazan-a-uruguay-de-marcelo-bielsa/YYOUGABKERAJNF43ZR3JBR4UUU/";"Fútbol ";"El adiestrador argentino de 58 años ha guiado a los cafetaleros, arrastrando una racha invicta de 24 partidos, la más extensa de una selección en la actualidad.";"https://www.latercera.com/resizer/kgYhnOVEGp7f5XWBXb4tjPw-gNs=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/MWVSQUER3B23JHBMDDEW62RHCY.jpg";"Pablo Retamal V.";" Hace 15 horas ";"2024-07-10"
"   Timoneles oficialistas enfrentados: Vodanovic acusó al PC de estar en contra del gobierno y Carmona la tildó de imprudente";"/politica/noticia/timoneles-oficialistas-enfrentados-vodanovic-acuso-al-pc-de-estar-en-contra-del-gobierno-y-carmona-lo-tildo-de-imprudente/PPAN3TI2ZRDDLKV4J6S2HL6L4U/";"Partido Comunista ";"El presidente del PC, Lautaro Carmona, recalcó que ""yo tengo la tranquilidad de que el partido ha sido serio, responsable y ha jugado un papel y ha hecho una contribución para que avance el proyecto al cual pertenecemos y que dirige el Presidente Boric"".";"https://www.latercera.com/resizer/U_s_brgaicqftDp9vdGuPfFaWDY=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/VV43PYOUYRH63GFNGFYHM3LQLE.png";"Shelmmy Carvajal";" Hace 15 horas ";"2024-07-10"
"   Bancada de diputados RN pide a Tohá no entregar información sensible al PC sobre allanamiento en Villa Francia ";"/politica/noticia/bancada-de-diputados-rn-pide-a-toha-no-entregar-informacion-sensible-al-pc-sobre-allanamiento-en-villa-francia/SITBE3X2RFEX7IR4CPO3IJ5BCQ/";"RN ";"Los parlamentarios opositores argumentan que “es dable cuestionarse el fin por el cual los personeros comunistas solicitan información, y particularmente el detalle requerido, cuestión que puede poner en jaque el éxito de los operativos y de las investigaciones que se encuentran detrás de los mismos"".";"https://www.latercera.com/resizer/S7D3Cpt5V5CYD83AIuXnrutScvM=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/P2NGNFJX6RECZKZZW7XGIPXDBQ.jpeg";"Helen Mora";" Hace 15 horas ";"2024-07-10"
"   “Tengo un tubo metido en el pulmón”: el complejo problema de salud que tiene internado a Nicolás Peric hace dos semanas";"/el-deportivo/noticia/tengo-un-tubo-metido-en-el-pulmon-el-complejo-problema-de-salud-que-tiene-internado-a-nicolas-peric-hace-dos-semanas/JV5EED5BOFGRJN3LOEOWUHXA6A/";"Fútbol ";"El portero habló de la enfermedad que lo aqueja y cómo enfrenta su proceso de recuperación de la delicada afección respiratoria que lo mantiene en una clínica capitalina.";"https://www.latercera.com/resizer/UdfaXruEfQ4IzCULWYb-wU8zwyE=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/RT3F6LOW3BGULMUBO5BMHE7JYI.jpg";"Carlos González Lucay";" Hace 15 horas ";"2024-07-10"
"   Quique Neira y el estallido social: “Siento que nos usaron. Me siento utilizado como artista”";"/culto/2024/07/09/quique-neira-y-el-estallido-social-siento-que-nos-usaron-me-siento-utilizado-como-artista/";"Música ";"El artista nacional se refirió a los cambios sociales en Chile el último lustro y opinó de forma crítica sobre el estallido social de 2019. Según sus palabras, el movimiento ciudadano ""terminó todo en robos de plata, en corrupción”, y señaló que se sintió utilizado luego de dar conciertos gratuitos para la causa.";"https://www.latercera.com/resizer/Wazna_Veb5Gocrx2QHVTVjadLz8=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/NLANNUXU3VFQPE6DC5BJTW5GEU.jpg";"Constanza Moncada M.";" Hace 16 horas ";"2024-07-10"
"   Campeón del mundo con Francia le da con todo a Mbappé: “No es digno de ser capitán”";"/el-deportivo/noticia/campeon-del-mundo-con-francia-le-da-con-todo-a-mbappe-no-es-digno-de-ser-capitan/2HI7UOWIVZF2NDMODM6M6KKNKQ/";"Fútbol ";"Emmanuel Petit se refirió al atacante galo en la previa del choque que sostendrán Les Bleus contra España por las semifinales de la Eurocopa.";"https://www.latercera.com/resizer/HGtjp_HQ_EpYbSN3qQCKU5x6SKk=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/EVA2LKCWYHFITLMHJTQQZB56CM.jpg";"Pablo Retamal V.";" Hace 16 horas ";"2024-07-10"
"   Alcaldesa Pizarro dice que la Delegación Presidencial de la RM comenzó a indagar denuncia de narcopolítica que realizó hace seis meses ";"/politica/noticia/alcaldesa-pizarro-dice-que-la-delegacion-presidencial-de-la-rm-comenzo-a-indagar-denuncia-de-narcopolitica-que-realizo-hace-seis-meses/R33YNZ4MCNBRTDESZI6EO6UPL4/";"Narcopolítica ";"La alcaldesa de La Pintana, Claudia Pizarro (DC), también apoyó la candidatura como independiente de Claudio Orrego y llamó a ""quienes tratan o levantan candidaturas individuales dentro de mi partido y fuera del partido en el pacto de centroizquierda, que dejemos de los personalismos propios del individualismo y tratemos de trabajar por proyectos colectivos"".";"https://www.latercera.com/resizer/5AyU9PrQcbZ84ziCoZA6W5YfSN4=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/PCICO4PZ2VA37IY4GBD3ROY3F4.jpg";"Shelmmy Carvajal";" Hace 16 horas ";"2024-07-10"
"   Fiscalía de París investiga posible financiamiento ilícito de la campaña de Le Pen en las elecciones de 2022";"/mundo/noticia/fiscalia-de-paris-investiga-posible-financiamiento-ilicito-de-la-campana-de-le-pen-en-las-elecciones-de-2022/RJ6KOZXQPRFN5CHQDQVUKLEANE/";"Francia ";"La decisión de poner en marcha las pesquisas se ha tomado tras el análisis de un informe de la Comisión Nacional de Cuentas de Campañas y Financiamiento Político que data de 2023.";"https://www.latercera.com/resizer/KeiVLO_FNj0V4IVOdw8MoDkPAC0=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/WJVXGWBBGRWSFTHRMLGX656N4Q.jpg";"Europa Press";" Hace 16 horas ";"2024-07-10"
"   ¿Servicio de gasolina a domicilio? Sí, existe, mira cómo funciona ";"/mtonline/noticia/servicio-de-gasolina-a-domicilio-si-existe-mira-como-funciona/JZWGF6BSIBE7HEOZEQSGMFJUQU/";"Curiosidades ";"Se trata de una app a través de la cual se puede encargar un servicio de recarga de combustible mientras está estacionado.";"https://www.latercera.com/resizer/QhVaTJUecnLxuDP6_RDqkBMuITM=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/OBDST4LOGFGKXGMFTMVUUA2X34.png";"Lorena Gallardo Gil";" Hace 16 horas ";"2024-07-10"
"   Presidente Boric realizará visita oficial a Paraguay: incluye bilateral con Santiago Peña y actividades en materia económica  ";"/politica/noticia/presidente-boric-realizara-visita-oficial-a-paraguay-incluye-bilateral-con-santiago-pena-y-actividades-en-materia-economica/4KRQC654SRARNM7TG2UBL35WUM/";"Gabriel Boric ";"El Mandatario, junto a su delegación, participará de un conversatorio con empresarios locales para fortalecer la colaboración entre ambos países y avanzar en metas de integración comercial regional.";"https://www.latercera.com/resizer/oYuiLAMNGn-Eq8hMsmTEC7-RVNw=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/XJD3DQ53QFUAAQ4EUHT6QAORAU.jpg";"Alonso Aranda";" Hace 16 horas ";"2024-07-10"
"  La columna de Rodrigo Wagner: “Cuidemos a los trabajadores jóvenes de las AFP caras”";"/pulso-pm/noticia/la-columna-de-rodrigo-wagner-cuidemos-a-los-trabajadores-jovenes-de-las-afp-caras/HGDAVDYRONGORBJNFNCH56LOXE/";"Opinión ";"""Es extremadamente difícil que les convenga a los más jóvenes estar en AFP más cara""";"https://www.latercera.com/resizer/T2s-_otIPAst1JFlEAL9mEXGvbI=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/5WPYYJTC6JGVRJHNJJ3OCFZIIQ.JPG";"Rodrigo Wagner";" Hace 16 horas ";"2024-07-10"
"   Hombre salió a pedir ayuda por su auto estancado en la nieve y falleció congelado";"/tendencias/noticia/hombre-salio-a-pedir-ayuda-por-su-auto-estancado-en-la-nieve-y-fallecio-congelado/C2EAW7DSYVBKTFP4ET2YVGHG5I/";"Sociedad ";"Se trata de Luis Franulic Cepernic, quien era un reconocido estanciero de la provincia argentina de Santa Cruz y sobrino del exgobernador Jorge Cepernic.";"https://www.latercera.com/resizer/782UQ1mBr2Y97QDBPvNMFMdl4mQ=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/3YMQMQR4YFE77NAPQPL7EHJTLY.jpg";"María José Gómez";" Hace 16 horas ";"2024-07-10"
"   ¿Vuelven las lluvias a la zona central? Así cambiará el clima en Chile por la llegada del fenómeno La Niña";"/tendencias/noticia/vuelven-las-lluvias-a-la-zona-central-asi-cambiara-el-clima-en-chile-por-la-llegada-del-fenomeno-la-nina/FYH7WOMLWNDAXLANFVKTAY5KZU/";"Medioambiente ";"Un meteorólogo pronostica que la llegada del fenómeno La Niña sería en septiembre, por lo que los efectos en el clima podrían comenzar a sentirse a partir de agosto. Así es cómo cambiarán las temperaturas en el país.";"https://www.latercera.com/resizer/OSRzOh38xMthyfHR9pgGVpMJn2A=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/GFQXWHXITJHVFJ5KKWANAAIHXI.jpg";"Nicole Iporre";" Hace 16 horas ";"2024-07-10"
"   Wim Wenders a la pantalla grande: Sala K organiza ciclo de invierno con sus películas";"/culto/2024/07/09/wim-wenders-a-la-pantalla-grande-sala-k-organiza-ciclo-de-invierno-con-sus-peliculas/";"Cine ";"El ciclo dedicado al director alemán, en colaboración con Goethe-Institut Chile, continuará hasta el 16 de agosto en Sala K / U. Mayor, ubicada en Marín 321 (Santiago Centro). Hasta el fin del mundo, Pina, El amigo americano y Paris / Texas son algunos de los títulos que siguen con funciones gratuitas y pagadas.";"https://www.latercera.com/resizer/Ci9JCjxBTgWDhh5C9X5C-ZH7gnQ=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/ZX4HJZ2AWFBMLCTSQRWIEQ6KQU.jpg";"Equipo de Culto";" Hace 16 horas ";"2024-07-10"
"   SMA aplica multa de $179 millones a la Universidad de Las Américas por ruido por sobre la norma en su sede de República";"/nacional/noticia/sma-aplica-multa-de-179-millones-a-la-universidad-de-las-americas-por-ruido-por-sobre-la-norma-en-su-sede-de-republica/RK36OBDTCVEPVBWMTAMQIBIGZ4/";"Educación ";"Locución y música por altoparlantes en la casa de estudios superó los decibeles permitidos.";"https://www.latercera.com/resizer/0nykOcTRvlwIOpvgSAhLlN0Gxdo=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/THWMRJWP2BCRRDNYESH42UM4OQ.jpg";"La Tercera";" Hace 16 horas ";"2024-07-10"
"   Garin remonta para instalarse en la segunda ronda del Challenger de Braunschweig";"/el-deportivo/noticia/garin-remonta-para-instalarse-en-la-segunda-ronda-del-challenger-de-braunschweig/DYUOWXOG7VE5HLOJH422CETILU/";"Tenis ";"El tenista nacional ahora enfrentará a Mikhail Kukushkin, ex 39 del mundo.";"https://www.latercera.com/resizer/7MwGoQAsRtut9fTIcr7NDaV87T0=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/OQTDRYP23VHXZIVGP66I4IV3CQ.jpg";"Aquiles Cornejo";" Hace 16 horas ";"2024-07-10"
"   El cambio a las reglas de los impuestos para las ferias libres que propondrá el gobierno ";"/pulso-pm/noticia/el-cambio-a-las-reglas-de-los-impuestos-para-las-ferias-libres-que-propondra-el-gobierno/LR2DVZWA3NBV5O7SL3VA47CCKA/";"Negocios ";"El ministro de Hacienda suscribió un protocolo de acuerdo con tres agrupaciones de feriantes que marcará un hito en la manera en que tributan estos comerciantes. Hoy pagan un Impuesto a la Renta fijo, en UTM, y un IVA escalonado. Un proyecto de ley propondrá un impuesto sustitutivo al IVA, aplicable a las transacciones a través de medios de pago electrónico, de 1,5% de las ventas. Más de 100 mil personas tienen permisos municipales para realizar esa actividad.";"https://www.latercera.com/resizer/eUraAYNEqSYYa36CyYqqAF3P-uw=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/4GDTZL7CS5AO5F62I3UFPLVLKQ.jpg";"Ignacio Badal";" Hace 16 horas ";"2024-07-10"
"   Asociación Nacional de Funcionarios de la Súper de Educación protesta frente a la Dipres y mantiene paro";"/nacional/noticia/asociacion-nacional-de-funcionarios-de-la-super-de-educacion-protesta-frente-a-la-dipres-y-mantiene-paro/6A6JBDOOJ5B5RLZX2FKODMVIEU/";"Asociación Nacional de Funcionarios de la Superintendencia de Educación ";"Desde el la organización acusan que se han puesto trabas para cumplir con los acuerdos pactados entre las autoridades y los funcionarios por el presupuesto 2025.";"https://www.latercera.com/resizer/DQUTjwqFTKGYxXqUr0t6NXvm3Ac=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/FU2QEQZADZHZXNL75NLVJBN4BQ.jpeg";"Daniela Silva";" Hace 16 horas ";"2024-07-10"
"   Carmen Hertz insiste en crítica a Interior por allanamiento en Villa Francia: “¿Se está estigmatizando cualquier opinión distinta?”  ";"/politica/noticia/carmen-hertz-insiste-en-critica-interior-por-allanamiento-en-villa-francia-se-esta-estigmatizando-cualquier-opinion-distinta/E4KQW7LAG5DLVDJTB4FPDN47IA/";"Villa Francia ";"Junto con ello, la parlamentaria del PC aclaró que solo hace uso de su ""actividad fiscalizadora"" al solicitar explicaciones por el operativo policial.";"https://www.latercera.com/resizer/JgnFBjXSq8mzuD4Eg6yE5Qd7jJM=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/FQSW7BXVBRDGPGX2XNTTBD5ZMU.jpg";"Javiera Arriaza";" Hace 16 horas ";"2024-07-10"
"   “Era una diosa”: la historia de la artista Mónica Briones, víctima del primer crimen lesbofóbico en Chile";"/culto/2024/07/09/era-una-diosa-la-historia-de-la-artista-monica-briones-victima-del-primer-crimen-lesbofobico-en-chile/";"Historia ";"Luego de celebrar su cumpleaños número 34, Mónica y una amiga esperaban micro en Santiago Centro. De pronto, un hombre desconocido la golpeó y la asesinó. ¿La razón? Era lesbiana y vivía libremente su sexualidad. A 40 años del primer crimen de odio registrado en Chile, Culto recuerda la vida de la pintora y escultora nacional, por quien hoy se conmemora el Día de la Visibilidad Lésbica.";"https://www.latercera.com/resizer/TbAzM3RVin0eSbh_rZBOHvXjamo=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/RSS3G4WA4JCQ7NPT6CQPRJZDDY.jpg";"Constanza Moncada M.";" Hace 16 horas ";"2024-07-10"
"   Bellolio (UDI) acusa lentitud en negociaciones municipales con republicanos y afirma que no se pueden dar el “lujo” de ir divididos";"/politica/noticia/bellolio-udi-acusa-lentitud-en-negociaciones-municipales-con-republicanos-y-afirma-que-no-se-pueden-dar-el-lujo-de-ir-divididos/4ZDQC2H3AVGRTBZR4BOS64YTXU/";"Elecciones municipales ";"El candidato a alcalde a la comuna de Providencia insta a que el sector opositor compita unido en los comicios de octubre, principalmente para avanzar en materias de seguridad.";"https://www.latercera.com/resizer/IIgwKU2vYaaYivarvIjJpnEwJSQ=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/MRJ7GB7QURG5FOTKN2JF63XMQI.jpg";"Helen Mora";" Hace 16 horas ";"2024-07-10"
"   Banco Central busca dar impulso al mercado de bonos securitizados y podría favorecer mutuos hipotecarios";"/pulso-pm/noticia/banco-central-busca-dar-impulso-al-mercado-de-bonos-securitizados-y-podria-favorecer-mutuos-hipotecarios/XNPEQJFMEJHKDEYUT5ARVQWOWE/";"Mercado ";"A mayo de este año, según dato de la Comisión para el Mercado Financiero, el valor par de la deuda vigente en bonos securitizados alcanzaba los $785.654 millones.";"https://www.latercera.com/resizer/RAr2-n2DzuTPkXlyA9dAoPn3EdA=/375x250/smart/filters:focal(2197x718:2207x708)/cloudfront-us-east-1.images.arcpublishing.com/copesa/XJSOBCFVGRDS5JJJZLSY24NUOM.JPG";"Maximiliano Villena";" Hace 16 horas ";"2024-07-10"
"   Corma busca reforestar 1 millón de hectáreas: fondo por US$200 millones, 10% de especies nativas y exenciones tributarias entre prioridades";"/pulso-pm/noticia/corma-busca-reforestar-1-millon-de-hectareas-fondo-por-us200-millones-10-de-especies-nativas-y-exenciones-tributarias-entre-prioridades/ITDXJA4NUNBXHJE6OSTCKP7PWA/";"Forestales ";"La entidad ve necesario priorizar las 100 mil hectáreas que se han quemado en los últimos 10 años, con foco en los pequeños y medianos propietarios. Además, pide modificar el proyecto de ley de incendios para fomentar la reforestación, entre otras medidas. Según Econsult, de cumplirse, la meta supone agregar unos US$6.000 millones a la economía al 2050 en beneficios sociales. Juan José Ugarte, presidente de Corma asegura que la idea “no es replicar el (decreto) 701” que marcó el auge de la industria forestal en Chile.";"https://www.latercera.com/resizer/CTuWxMX6ejj_ndnJhKT5R3hNbVU=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/3XMWCIUM2ZEHDCUT4UFMBMNYXY.jpg";"Víctor Guillou";" Hace 16 horas ";"2024-07-10"
"   Presidente del Servel valora que comisión mixta del Congreso haya repuesto multa por no votar";"/nacional/noticia/presidente-del-servel-valora-que-comision-mixta-del-congreso-haya-repuesto-multa-por-no-votar/XCNP6BUUSJFNLP743MKZQLMBOA/";"Servel ";"Andrés Tagle recordó que la discusión en torno a las multas forma parte de una norma transitoria. Además, planteó que desde el Servel son partidarios “de un procedimiento completamente distinto” en esa materia.";"https://www.latercera.com/resizer/2gbXAVfNo1RLp_7dq66SPup92tU=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/4EQAE2JHARHMFO7FK2VSDPPOWI.jpg";"Paula Pareja";" Hace 16 horas ";"2024-07-10"
"   Las últimas querellas de Frigolett en el SII: contra el dueño de una frutícola y la gerenta general de Joyería MossoExclusivo suscriptor";"/pulso-pm/noticia/las-ultimas-querellas-de-frigolett-en-el-sii-contra-el-dueno-de-una-fruticola-y-la-gerenta-general-de-joyeria-mosso/E6QV3BOSCNGB3A5RR5M4ATW7KE/";"Impuestos ";"El Servicio de Impuestos Internos presentó una querella por presuntos delitos tributarios en contra de la gerenta general de la Joyería Mosso, Claudia Larraguibel -esposa del empresario Ernesto Mosso- y otras dos personas. Según la acción penal, la ejecutiva “aumentó indebidamente el crédito fiscal IVA que tenía derecho a hacer valer” mediante “57 facturas electrónicas falsas y 5 notas de crédito falsas”. La otra querella apunta a Gonzalo Ferrada Molina, dueño y representante legal de Comercializadora y Exportadora Magar.";"https://www.latercera.com/resizer/qUYH0lhtTBR_6VZdLmxKCuA8PPA=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/R42C4HSNXBCY3AGSCV5ZTBIYM4.jpg";"Leonardo Cárdenas";" Hace 16 horas ";"2024-07-10"
"   Para los gigantes de la IA, a veces lo pequeño es mejorExclusivo suscriptor";"/pulso-pm/noticia/para-los-gigantes-de-la-ia-a-veces-lo-pequeno-es-mejor/66CVPPOX2JATVAPS6P3CPHRKIA/";"Pulso PM ";"Las empresas están centrando su atención en modelos menos potentes, con la esperanza de que unos costos más bajos y un rendimiento más sólido les hagan ganar más clientes.";"https://www.latercera.com/resizer/U8payWZmiv1GFCkZ-rgIey_Ki5w=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/YPWXN75R2ZHTBD6LMYIRQDQCOA.jpeg";"Tom Dotan de The Wall Street Journal y Deepa Seetharaman de The Wall Street Journal";" Hace 16 horas ";"2024-07-10"
"   Carabineros recupera camión que fue robado en La Granja con millonaria carga de carne ";"/nacional/noticia/carabineros-recupera-camion-que-fue-robado-en-la-granja-con-millonaria-carga-de-carne/KCSLI4GBWZEATOKQYA6MO6KNEE/";"Policial ";"Un sujeto fue detenido en el operativo policial. Banda armada interceptó la máquina, amenazó y amordazó a trabajadores y los subió a un furgón para abandonarlos a unas cuadras.";"https://www.latercera.com/resizer/ScASJqEkmupfqgF8gBC9fVEDmak=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/3TRVPBMFDVB5DDLQIJLIAOUPLM.jfif";"José Navarrete";" Hace 17 horas ";"2024-07-10"
"   Hamilton agiganta su leyenda al ser el primer piloto en ganar nueve veces en el mismo circuito de F1";"/mtonline/noticia/hamilton-agiganta-su-leyenda-al-ser-el-primer-piloto-en-ganar-nueve-veces-en-el-mismo-circuito-de-f1/J4TS2WAAGRDWJDBQ34WXDHLQAE/";"Motorsport ";"Tras dos años y medio sin ganar una carrera, el inglés triunfó este fin de semana en el GP de Gran Bretaña.";"https://www.latercera.com/resizer/AV5MSP4E2tYiaxofT9JtgILt8zo=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/LEWIN74L3FEY5BH7MPUIJOPR2Y.png";"Lorena Gallardo Gil";" Hace 17 horas ";"2024-07-10"
"   Aumentan los problemas para Curicó Unido: San Felipe pide la desafiliación de los torteros";"/el-deportivo/noticia/aumentan-los-problemas-para-curico-unido-san-felipe-pide-la-desafiliacion-de-los-torteros/2ZKJ4OTGAFDQRAX4CMPOMJEVZY/";"Fútbol ";"El conjunto del Valle del Aconcagua presentó una denuncia ante el Tribunal Autónomo de Disciplina de la ANFP en contra de los albirrojos.";"https://www.latercera.com/resizer/xFTnEbIhKxQhvvmC_Cvhem33yRs=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/7DXEQAN5UFB7NOA44F5CKP73YE.jpg";"Pablo Retamal V.";" Hace 17 horas ";"2024-07-10"
"   El equipo europeo que lucha por el retorno de Alexis Sánchez";"/el-deportivo/noticia/el-equipo-europeo-que-lucha-por-el-retorno-de-alexis-sanchez/DNYRSTBFHJAEVPAUHSTEOCPX6Y/";"Fútbol ";"El tocopillano está buscando club para disputar la temporada entrante. El Marsella le acercó una oferta al chileno, quien genera interés de diferentes elencos del Viejo Continente.";"https://www.latercera.com/resizer/tpnR_7yilj1ypN9YiPO-L4u-NWI=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/V6GGLJDCTRGADBHVC2GXVZ4L4M.jpg";"Cristian Barrera";" Hace 17 horas ";"2024-07-10"
"   Marcel llama a acelerar votación de proyecto para flexibilizar levantamiento del secreto bancario";"/pulso/noticia/marcel-llamar-a-acelerar-votacion-de-proyecto-para-flexibilizar-levantamiento-del-secreto-bancario/EQ3KOK62BVG2BP645EFQVT22SA/";"Economía ";"""Mientras nos demoramos en esto las bandas criminales, el crimen organizado sigue teniendo la posibilidad de ocultar sus operaciones y enriquecerse a costa de la ciudadanía"", dijo el ministro de Hacienda, Mario Marcel.";"https://www.latercera.com/resizer/r-uBWeSNI9F_duDlESI6xzMxQJA=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/JIWWWFRW3NB2RMZ6HXAQOYWVQM.jpg";"Patricia San Juan";" Hace 17 horas ";"2024-07-10"
"   Fiscal Chong en cierre de juicio contra excarabinero Zamora: “Respecto de un agente del Estado, todo exceso resulta punible”";"/nacional/noticia/fiscal-chong-en-cierre-de-juicio-contra-excarabinero-zamora-respecto-de-un-agente-del-estado-todo-exceso-resulta-punible/3N6MJNDEFRFSNG32XD4ILQ5HBY/";"Judicial ";"""Lo que hizo fue vulnerar una regla de prohibición con conocimiento, lo hace de forma dolosa y es a ese título que el Ministerio Público, en base a los argumentos expuestos, solicitamos sea sancionado”, señaló la persecutora.";"https://www.latercera.com/resizer/pkwTHgR3J6jTEAr3BFN5oY9b6nU=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/OWLOJDUWRNHUNHETNS65E6TMTI.jpg";"José Navarrete";" Hace 17 horas ";"2024-07-10"
"   Djokovic arremete con todo contra el público de Wimbledon";"/el-deportivo/noticia/djokovic-arremete-con-todo-contra-el-publico-de-wimbledon/4IY2PKKWUNHYPLNRLUWT44NKMA/";"Tenis ";"El serbio respondió a las gradas luego de haber sido abucheado durante gran parte de su duelo frente a Holger Rune";"https://www.latercera.com/resizer/gCI35m5c5ArZFpmXYayHUs7QALQ=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/TCDBE57IRFELCLYQOP2EHCRMHI.jpg";"Aquiles Cornejo";" Hace 18 horas ";"2024-07-10"
"   Jara dice que la discusión técnica de la reforma previsional terminó y que llegó “el tiempo del diálogo en la política”";"/pulso/noticia/jara-dice-que-la-discusion-tecnica-de-la-reforma-previsional-termino-y-que-llego-el-tiempo-del-dialogo-en-la-politica/JFXAMMN3TFGV5KJ6UE4JIDI5DE/";"Reforma previsional ";"La ministra del Trabajo, Jeannette Jara, llamó al sector político a abordar la reforma previsional, en el contexto de que el gobierno del Presidente Gabriel Boric busca que se apruebe la idea de legislar del proyecto en el Senado.";"https://www.latercera.com/resizer/QpVWVjbSosPNEUV54JKQjkRzKE4=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/RTHENBJPEFBBXHRFKFYCZGQSLU.jpg";"Emiliano Carrizo";" Hace 18 horas ";"2024-07-10"
"   Juan Andrés Lagos (PC) critica allanamiento en Villa Francia y apunta que procedimientos policiales “necesitan ser mejorados”";"/politica/noticia/juan-andres-lagos-pc-critica-allanamiento-en-villa-francia-y-apunta-que-procedimientos-policiales-necesitan-ser-mejorados/IO7O2KKITFHERH7BWXXGJOK72Q/";"PC ";"Pese a sus críticas, el exasesor de Interior hizo hincapié en que su colectividad “tiene una actitud de lealtad política absoluta” con el gobierno.";"https://www.latercera.com/resizer/fmdq1cOdqmgrbdsu6yePujLOwAE=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/H2F6HKJOZRHCDPACP34CW5GGTU.jpg";"Helen Mora";" Hace 18 horas ";"2024-07-10"
"   Nacho Cano, ex Mecano, es detenido por reclutar inmigrantes ilegales para un musical";"/culto/2024/07/09/nacho-cano-ex-mecano-es-detenido-por-reclutar-inmigrantes-ilegales-para-un-musical/";"Música ";"Según informaron medios como El País, el músico español fue detenido tras una serie de denuncias interpuestas por bailarines del musical Malinche, procedentes de México.";"https://www.latercera.com/resizer/M-HELFKxn5wv8IQU3Y0A_SCUMx0=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/TFGVVULVQFH5TFMOZELUMW75SY.jpg";"Equipo de Culto";" Hace 18 horas ";"2024-07-10"
